index,Time (s),HR (BPM),RESP (BPM),SpO2 (%),TEMP (*C),OUTPUT
219,219,84,18,95,46,Abnormal
220,220,84,18,95,45,Abnormal
221,221,84,18,95,44,Abnormal
222,222,84,18,95,31,Normal
223,223,84,18,95,45,Abnormal
224,224,84,17,95,31,Normal
225,225,84,17,95,46,Abnormal
226,226,84,17,95,45,Abnormal
227,227,84,17,95,46,Abnormal
228,228,84,17,95,45,Abnormal
229,229,84,17,95,44,Abnormal
230,230,84,17,95,31,Normal
231,231,84,17,95,31,Normal
232,232,84,17,95,45,Abnormal
233,233,84,17,95,31,Normal
234,234,84,17,95,44,Abnormal
235,235,84,17,95,43,Abnormal
236,236,84,17,95,44,Abnormal
237,237,84,17,95,45,Abnormal
238,238,84,17,95,44,Abnormal
239,239,83,17,95,43,Abnormal
240,240,83,17,95,31,Normal
241,241,83,17,95,44,Abnormal
242,242,83,17,95,31,Normal
243,243,83,17,95,45,Abnormal
244,244,84,17,95,44,Abnormal
245,245,84,17,95,31,Normal
246,246,84,17,95,31,Normal
247,247,84,17,95,31,Normal
248,248,84,17,95,30,Normal
249,249,83,17,95,31,Normal
250,250,83,17,95,30,Normal
251,251,84,17,95,29,Normal
252,252,83,17,95,43,Abnormal
253,253,83,17,95,42,Abnormal
254,254,83,17,95,41,Abnormal
255,255,83,17,95,42,Abnormal
256,256,83,17,95,29,Normal
257,257,83,17,95,41,Abnormal
258,258,83,17,95,42,Abnormal
259,259,83,17,95,41,Abnormal
260,260,83,17,95,40,Abnormal
261,261,84,17,95,29,Normal
262,262,84,17,95,41,Abnormal
263,263,84,17,95,28,Normal
264,264,84,17,95,40,Abnormal
265,265,84,17,95,41,Abnormal
266,266,83,17,95,40,Abnormal
267,267,84,17,95,40,Abnormal
268,268,84,17,95,41,Abnormal
269,269,84,17,95,28,Normal
270,270,84,17,95,41,Abnormal
271,271,84,17,95,39,Abnormal
272,272,84,17,95,40,Abnormal
273,273,84,17,95,40,Abnormal
274,274,84,17,95,41,Abnormal
275,275,84,17,95,41,Abnormal
276,276,84,17,95,41,Abnormal
277,277,84,17,95,28,Normal
278,278,84,17,95,41,Abnormal
279,279,84,17,95,41,Abnormal
280,280,84,17,95,40,Abnormal
281,281,84,17,95,41,Abnormal
282,282,84,17,95,28,Normal
283,283,84,17,95,41,Abnormal
284,284,83,17,95,29,Normal
285,285,83,17,95,41,Abnormal
286,286,83,17,95,28,Normal
287,287,83,17,95,41,Abnormal
288,288,83,17,95,41,Abnormal
289,289,83,17,95,41,Abnormal
290,290,83,17,95,29,Normal
291,291,83,17,95,41,Abnormal
292,292,83,17,95,29,Normal
293,293,83,17,95,40,Abnormal
294,294,83,17,95,40,Abnormal
295,295,82,17,95,40,Abnormal
296,296,82,17,95,40,Abnormal
297,297,83,17,95,30,Normal
298,298,83,17,95,39,Abnormal
299,299,83,17,95,40,Abnormal
300,300,83,17,95,39,Abnormal
301,301,83,17,95,31,Normal
302,302,83,17,95,39,Abnormal
303,303,83,17,95,31,Normal
304,304,83,17,95,39,Abnormal
305,305,83,17,95,32,Normal
306,306,83,17,95,39,Abnormal
307,307,84,17,95,32,Normal
308,308,84,17,95,38,Abnormal
309,309,84,17,95,32,Normal
310,310,84,17,95,33,Normal
311,311,84,17,95,38,Abnormal
312,312,84,17,95,33,Normal
313,313,84,17,95,38,Abnormal
314,314,84,17,95,33,Normal
315,315,84,17,95,37,Abnormal
316,316,84,17,95,34,Normal
317,317,85,17,95,37,Abnormal
318,318,85,17,95,34,Normal
319,319,84,17,95,36,Abnormal
320,320,84,17,95,36,Abnormal
321,321,84,17,95,34,Normal
322,322,84,17,95,37,Abnormal
323,323,84,17,95,36,Abnormal
324,324,84,17,95,36,Abnormal
325,325,84,17,95,34,Normal
326,326,84,17,95,36,Abnormal
327,327,83,17,95,34,Normal
328,328,84,17,95,37,Abnormal
329,329,83,17,95,34,Normal
330,330,83,17,95,38,Abnormal
331,331,84,17,95,38,Abnormal
332,332,84,17,95,39,Abnormal
333,333,83,17,95,38,Abnormal
334,334,84,17,95,37,Abnormal
335,335,84,17,95,38,Abnormal
336,336,84,17,95,38,Abnormal
337,337,83,17,95,38,Abnormal
338,338,84,17,95,38,Abnormal
339,339,84,17,95,34,Normal
340,340,83,17,95,38,Abnormal
341,341,84,17,95,38,Abnormal
342,342,84,17,95,34,Normal
343,343,84,17,95,38,Abnormal
344,344,84,17,95,38,Abnormal
345,345,84,17,95,34,Normal
346,346,84,17,95,39,Abnormal
347,347,83,17,95,38,Abnormal
348,348,83,17,95,34,Normal
349,349,83,17,95,37,Abnormal
350,350,83,17,95,34,Normal
351,351,83,17,95,38,Abnormal
352,352,83,17,95,38,Abnormal
353,353,83,17,95,39,Abnormal
354,354,83,17,95,39,Abnormal
355,355,84,17,95,40,Abnormal
356,356,84,17,95,34,Normal
357,357,84,17,95,40,Abnormal
358,358,84,17,95,34,Normal
359,359,84,17,95,40,Abnormal
360,360,84,17,95,41,Abnormal
361,361,83,17,95,41,Abnormal
362,362,84,17,95,41,Abnormal
363,363,84,17,95,34,Normal
364,364,84,17,95,41,Abnormal
365,365,83,18,95,34,Normal
366,366,83,18,95,40,Abnormal
367,367,84,18,95,41,Abnormal
368,368,83,18,95,41,Abnormal
369,369,84,18,95,41,Abnormal
370,370,84,18,95,34,Normal
371,371,84,18,95,41,Abnormal
372,372,84,18,95,41,Abnormal
373,373,84,18,95,40,Abnormal
374,374,84,18,95,41,Abnormal
375,375,84,18,95,40,Abnormal
376,376,84,18,95,34,Normal
377,377,84,18,95,41,Abnormal
378,378,84,18,95,40,Abnormal
379,379,84,18,95,41,Abnormal
380,380,84,18,95,34,Normal
381,381,84,18,95,41,Abnormal
382,382,84,18,95,34,Normal
383,383,84,18,95,40,Abnormal
384,384,84,18,95,39,Abnormal
385,385,84,18,95,39,Abnormal
386,386,84,18,95,40,Abnormal
387,387,84,18,95,34,Normal
388,388,84,18,95,34,Normal
389,389,84,18,95,40,Abnormal
390,390,84,18,95,40,Abnormal
391,391,84,18,95,41,Abnormal
392,392,84,18,95,40,Abnormal
393,393,84,18,95,39,Abnormal
394,394,84,18,95,40,Abnormal
395,395,84,18,95,39,Abnormal
396,396,84,18,95,40,Abnormal
397,397,84,18,95,40,Abnormal
398,398,84,18,95,41,Abnormal
399,399,84,18,95,40,Abnormal
400,400,83,18,95,39,Abnormal
401,401,83,18,95,40,Abnormal
402,402,83,17,95,40,Abnormal
403,403,83,17,95,40,Abnormal
404,404,82,17,95,41,Abnormal
405,405,82,17,95,41,Abnormal
406,406,82,17,95,40,Abnormal
407,407,82,17,95,41,Abnormal
408,408,82,17,95,41,Abnormal
409,409,82,17,95,41,Abnormal
410,410,83,17,95,40,Abnormal
411,411,83,17,95,40,Abnormal
412,412,83,17,95,39,Abnormal
413,413,83,17,95,38,Abnormal
414,414,84,17,95,38,Abnormal
415,415,84,17,95,38,Abnormal
416,416,84,17,95,38,Abnormal
417,417,84,17,95,38,Abnormal
418,418,84,17,95,38,Abnormal
419,419,84,17,95,40,Abnormal
420,420,84,17,95,39,Abnormal
421,421,84,17,95,40,Abnormal
422,422,84,17,95,41,Abnormal
423,423,84,17,95,41,Abnormal
424,424,84,17,95,41,Abnormal
425,425,84,17,95,41,Abnormal
426,426,84,17,95,41,Abnormal
427,427,84,17,95,41,Abnormal
428,428,84,17,95,41,Abnormal
429,429,84,17,95,40,Abnormal
430,430,84,17,95,39,Abnormal
431,431,84,17,95,40,Abnormal
432,432,84,17,95,41,Abnormal
433,433,84,17,95,41,Abnormal
434,434,84,17,95,40,Abnormal
435,435,84,17,95,41,Abnormal
436,436,83,17,95,41,Abnormal
437,437,83,17,95,40,Abnormal
438,438,83,17,95,40,Abnormal
439,439,83,17,95,40,Abnormal
440,440,83,17,95,40,Abnormal
441,441,83,17,95,39,Abnormal
442,442,83,17,95,39,Abnormal
443,443,83,17,95,40,Abnormal
444,444,83,17,95,41,Abnormal
445,445,84,17,95,41,Abnormal
446,446,84,17,95,41,Abnormal
447,447,84,17,95,40,Abnormal
448,448,84,17,95,40,Abnormal
449,449,84,17,95,39,Abnormal
450,450,84,17,95,39,Abnormal
451,451,84,17,95,38,Abnormal
452,452,84,17,95,39,Abnormal
453,453,84,17,95,39,Abnormal
454,454,84,17,95,40,Abnormal
455,455,84,17,95,42,Abnormal
456,456,84,17,95,41,Abnormal
457,457,84,17,95,41,Abnormal
458,458,84,17,95,41,Abnormal
459,459,84,17,95,41,Abnormal
460,460,84,17,95,42,Abnormal
461,461,84,17,95,42,Abnormal
462,462,84,18,95,41,Abnormal
463,463,84,18,95,40,Abnormal
464,464,84,18,95,41,Abnormal
465,465,84,18,95,42,Abnormal
466,466,84,18,95,42,Abnormal
467,467,84,18,95,41,Abnormal
468,468,84,18,95,42,Abnormal
469,469,84,18,95,42,Abnormal
470,470,84,18,95,41,Abnormal
471,471,84,18,95,42,Abnormal
472,472,84,18,95,41,Abnormal
473,473,84,18,95,39,Abnormal
474,474,84,18,95,38,Abnormal
475,475,84,18,95,39,Abnormal
476,476,84,17,95,39,Abnormal
477,477,84,17,95,40,Abnormal
478,478,84,17,95,39,Abnormal
479,479,84,17,95,40,Abnormal
480,480,84,17,95,39,Abnormal
0,0,86,18,97,39,Abnormal
1,1,85,18,97,40,Abnormal
2,2,86,18,97,40,Abnormal
3,3,85,17,96,41,Abnormal
4,4,85,17,96,42,Abnormal
5,5,86,17,96,41,Abnormal
6,6,86,18,96,41,Abnormal
7,7,86,18,96,41,Abnormal
8,8,87,18,96,40,Abnormal
9,9,88,18,96,41,Abnormal
10,10,88,17,96,39,Abnormal
11,11,89,17,97,40,Abnormal
12,12,89,17,97,42,Abnormal
13,13,89,17,97,43,Abnormal
14,14,90,17,97,42,Abnormal
15,15,90,17,97,43,Abnormal
16,16,91,17,97,42,Abnormal
17,17,91,17,97,42,Abnormal
18,18,91,17,97,41,Abnormal
19,19,91,17,97,40,Abnormal
20,20,90,17,97,40,Abnormal
21,21,91,17,97,39,Abnormal
22,22,90,17,97,41,Abnormal
23,23,90,17,97,42,Abnormal
24,24,90,17,97,40,Abnormal
25,25,90,17,97,41,Abnormal
26,26,90,17,97,43,Abnormal
27,27,90,17,97,44,Abnormal
28,28,90,17,97,43,Abnormal
29,29,89,16,97,42,Abnormal
30,30,89,16,97,43,Abnormal
31,31,89,16,97,44,Abnormal
32,32,89,16,97,43,Abnormal
33,33,89,16,97,42,Abnormal
34,34,89,16,97,41,Abnormal
35,35,89,16,97,42,Abnormal
36,36,89,16,97,41,Abnormal
37,37,89,16,97,40,Abnormal
38,38,90,16,97,41,Abnormal
39,39,90,16,97,42,Abnormal
40,40,90,16,97,41,Abnormal
41,41,90,16,97,42,Abnormal
42,42,91,16,97,41,Abnormal
43,43,91,17,97,42,Abnormal
44,44,89,17,97,41,Abnormal
45,45,89,17,97,42,Abnormal
46,46,88,17,97,43,Abnormal
47,47,88,17,97,42,Abnormal
48,48,88,17,97,41,Abnormal
49,49,88,17,96,42,Abnormal
50,50,87,17,96,41,Abnormal
51,51,87,17,96,34,Normal
52,52,88,17,96,34,Normal
53,53,88,17,96,42,Abnormal
54,54,89,17,97,34,Normal
55,55,90,17,97,34,Normal
56,56,90,18,97,34,Normal
57,57,90,18,97,43,Abnormal
58,58,90,18,97,44,Abnormal
59,59,90,18,97,34,Normal
60,60,90,18,97,34,Normal
61,61,89,18,97,45,Abnormal
62,62,89,18,97,34,Normal
63,63,89,18,97,44,Abnormal
64,64,88,18,97,34,Normal
65,65,89,18,97,34,Normal
66,66,89,18,97,34,Normal
67,67,88,18,97,34,Normal
68,68,88,18,97,44,Abnormal
69,69,87,16,97,45,Abnormal
70,70,87,16,97,34,Normal
71,71,87,16,97,46,Abnormal
72,72,87,16,97,45,Abnormal
73,73,86,16,97,45,Abnormal
74,74,86,16,97,46,Abnormal
75,75,86,16,97,45,Abnormal
76,76,87,16,97,47,Abnormal
77,77,91,16,97,45,Abnormal
78,78,89,16,97,46,Abnormal
79,79,90,16,97,45,Abnormal
80,80,91,16,97,46,Abnormal
81,81,91,16,97,45,Abnormal
82,82,91,16,97,46,Abnormal
83,83,91,16,97,45,Abnormal
84,84,91,16,97,46,Abnormal
85,85,91,16,97,45,Abnormal
86,86,91,16,97,46,Abnormal
87,87,91,16,96,45,Abnormal
88,88,91,16,96,46,Abnormal
89,89,90,16,96,45,Abnormal
90,90,88,16,96,46,Abnormal
91,91,87,16,96,47,Abnormal
92,92,82,16,96,46,Abnormal
93,93,82,16,96,34,Normal
94,94,81,16,96,35,Normal
95,95,81,16,96,34,Normal
96,96,80,17,96,34,Normal
97,97,79,17,96,34,Normal
98,98,81,17,96,35,Normal
99,99,81,17,96,34,Normal
100,100,82,17,97,35,Normal
101,101,84,17,97,48,Abnormal
102,102,84,17,97,49,Abnormal
103,103,85,17,97,48,Abnormal
104,104,83,17,97,49,Abnormal
105,105,82,17,97,48,Abnormal
106,106,82,17,97,49,Abnormal
107,107,83,17,97,48,Abnormal
108,108,84,17,97,47,Abnormal
109,109,84,17,97,48,Abnormal
110,110,85,17,97,47,Abnormal
111,111,85,17,97,48,Abnormal
112,112,87,17,97,49,Abnormal
113,113,88,17,97,32,Normal
114,114,89,17,97,32,Normal
115,115,89,17,97,48,Abnormal
116,116,89,17,97,32,Normal
117,117,89,17,97,34,Normal
118,118,89,17,97,34,Normal
119,119,89,16,97,34,Normal
120,120,89,16,96,34,Normal
121,121,89,16,96,34,Normal
122,122,88,16,96,48,Abnormal
123,123,88,16,96,34,Normal
124,124,88,16,96,32,Normal
125,125,88,17,96,34,Normal
126,126,87,17,97,32,Normal
127,127,88,17,97,49,Abnormal
128,128,89,17,97,34,Normal
129,129,90,17,97,34,Normal
130,130,91,17,97,48,Abnormal
131,131,91,17,97,32,Normal
132,132,90,17,97,32,Normal
133,133,89,17,97,49,Abnormal
134,134,88,17,97,32,Normal
135,135,87,17,97,32,Normal
136,136,86,17,97,48,Abnormal
137,137,85,17,97,49,Abnormal
138,138,85,18,97,32,Normal
139,139,85,18,97,34,Normal
140,140,86,18,97,33,Normal
141,141,87,18,97,48,Abnormal
142,142,87,18,97,35,Normal
143,143,87,18,97,49,Abnormal
144,144,89,18,97,32,Normal
145,145,89,18,97,32,Normal
146,146,89,18,97,48,Abnormal
147,147,89,18,97,49,Abnormal
148,148,89,18,97,32,Normal
149,149,89,18,97,48,Abnormal
150,150,88,18,96,32,Normal
151,151,88,18,96,49,Abnormal
152,152,89,18,96,32,Normal
153,153,88,18,96,32,Normal
154,154,87,18,96,34,Normal
155,155,87,18,96,32,Normal
156,156,87,17,96,34,Normal
157,157,91,17,97,31,Normal
158,158,88,17,97,34,Normal
159,159,90,17,97,34,Normal
160,160,91,17,97,32,Normal
161,161,91,17,97,34,Normal
162,162,91,17,97,48,Abnormal
163,163,91,17,97,31,Normal
164,164,89,17,97,32,Normal
165,165,85,17,97,31,Normal
166,166,88,17,97,32,Normal
167,167,87,16,97,48,Abnormal
168,168,86,16,97,31,Normal
169,169,85,16,97,49,Abnormal
170,170,85,16,97,32,Normal
171,171,86,17,97,31,Normal
172,172,87,17,97,48,Abnormal
173,173,88,17,97,32,Normal
174,174,88,17,97,47,Abnormal
175,175,88,17,97,48,Abnormal
176,176,88,17,97,47,Abnormal
177,177,88,17,97,48,Abnormal
178,178,88,17,97,49,Abnormal
179,179,88,17,97,48,Abnormal
180,180,88,17,97,49,Abnormal
181,181,87,17,97,34,Normal
182,182,88,17,97,31,Normal
183,183,89,17,97,33,Normal
184,184,90,17,97,48,Abnormal
185,185,90,17,97,49,Abnormal
186,186,91,17,97,48,Abnormal
187,187,91,17,97,47,Abnormal
188,188,91,17,97,48,Abnormal
189,189,91,17,97,31,Normal
190,190,92,17,97,31,Normal
191,191,92,17,97,47,Abnormal
192,192,92,17,97,31,Normal
193,193,92,17,97,31,Normal
194,194,93,17,97,48,Abnormal
195,195,93,18,97,49,Abnormal
196,196,93,18,97,31,Normal
197,197,93,18,97,31,Normal
198,198,93,17,97,31,Normal
199,199,92,17,97,30,Normal
200,200,92,17,97,31,Normal
201,201,91,17,97,31,Normal
202,202,91,18,97,30,Normal
203,203,91,18,97,48,Abnormal
204,204,91,18,97,30,Normal
205,205,90,18,97,47,Abnormal
206,206,90,18,97,30,Normal
207,207,90,18,97,48,Abnormal
208,208,90,18,97,30,Normal
209,209,89,18,97,30,Normal
210,210,89,18,97,30,Normal
211,211,89,18,97,47,Abnormal
212,212,89,18,97,30,Normal
213,213,89,18,97,46,Abnormal
214,214,90,18,97,30,Normal
215,215,90,17,97,34,Normal
216,216,90,17,97,47,Abnormal
217,217,90,17,97,30,Normal
218,218,90,18,97,48,Abnormal
219,219,90,18,97,34,Normal
220,220,90,18,97,48,Abnormal
221,221,90,18,97,47,Abnormal
222,222,90,18,97,48,Abnormal
223,223,90,18,97,47,Abnormal
224,224,91,18,97,34,Normal
225,225,91,17,97,48,Abnormal
226,226,92,17,97,30,Normal
227,227,92,17,97,30,Normal
228,228,92,17,97,30,Normal
229,229,92,17,97,30,Normal
230,230,92,17,97,30,Normal
231,231,92,17,97,47,Abnormal
232,232,92,17,97,30,Normal
233,233,92,17,97,46,Abnormal
234,234,90,17,97,34,Normal
235,235,90,17,97,30,Normal
236,236,89,17,97,47,Abnormal
237,237,89,17,97,33,Normal
238,238,88,17,97,30,Normal
239,239,88,17,97,46,Abnormal
240,240,88,17,97,34,Normal
241,241,88,17,97,30,Normal
242,242,88,17,97,47,Abnormal
243,243,89,18,97,33,Normal
244,244,89,18,97,30,Normal
245,245,90,18,97,34,Normal
246,246,90,18,97,30,Normal
247,247,90,18,97,33,Normal
248,248,90,18,97,46,Abnormal
249,249,90,18,97,45,Abnormal
250,250,90,17,97,46,Abnormal
251,251,90,17,97,45,Abnormal
252,252,91,17,97,44,Abnormal
253,253,91,17,97,45,Abnormal
254,254,91,17,97,44,Abnormal
255,255,92,17,97,45,Abnormal
256,256,93,17,97,44,Abnormal
257,257,93,17,97,33,Normal
258,258,94,17,97,43,Abnormal
259,259,94,17,97,42,Abnormal
260,260,94,17,97,43,Abnormal
261,261,94,17,97,42,Abnormal
262,262,95,17,97,32,Normal
263,263,95,17,97,42,Abnormal
264,264,95,17,97,30,Normal
265,265,95,17,96,42,Abnormal
266,266,94,17,96,42,Abnormal
267,267,94,17,96,29,Normal
268,268,94,17,96,29,Normal
269,269,94,17,96,31,Normal
270,270,94,17,96,31,Normal
271,271,93,17,96,42,Abnormal
272,272,93,17,96,31,Normal
273,273,93,17,96,42,Abnormal
274,274,93,17,97,42,Abnormal
275,275,93,17,97,30,Normal
276,276,93,16,97,42,Abnormal
277,277,94,16,97,32,Normal
278,278,94,16,97,42,Abnormal
279,279,93,17,97,33,Normal
280,280,93,17,97,42,Abnormal
281,281,93,17,97,33,Normal
282,282,93,17,97,30,Normal
283,283,93,17,97,34,Normal
284,284,92,17,97,41,Abnormal
285,285,92,17,97,34,Normal
286,286,91,17,97,41,Abnormal
287,287,91,17,97,34,Normal
288,288,90,17,97,40,Abnormal
289,289,90,17,97,34,Normal
290,290,87,17,97,34,Normal
291,291,87,17,97,40,Abnormal
292,292,87,17,96,34,Normal
293,293,87,17,96,39,Abnormal
294,294,87,17,96,39,Abnormal
295,295,87,17,96,39,Abnormal
296,296,90,17,96,38,Abnormal
297,297,87,17,96,39,Abnormal
298,298,89,17,97,34,Normal
299,299,90,17,97,38,Abnormal
300,300,90,17,97,38,Abnormal
301,301,90,17,97,34,Normal
302,302,90,17,97,37,Abnormal
303,303,89,17,97,34,Normal
304,304,88,17,97,37,Abnormal
305,305,87,17,97,37,Abnormal
306,306,86,17,97,36,Abnormal
307,307,85,17,97,37,Abnormal
308,308,82,17,97,34,Normal
309,309,81,17,97,36,Abnormal
310,310,81,17,97,37,Abnormal
311,311,81,17,97,36,Abnormal
312,312,82,17,97,37,Abnormal
313,313,82,17,97,37,Abnormal
314,314,82,17,97,37,Abnormal
315,315,82,17,97,37,Abnormal
316,316,82,17,97,37,Abnormal
317,317,84,17,97,37,Abnormal
318,318,85,17,97,37,Abnormal
319,319,86,17,97,31,Normal
320,320,87,17,97,36,Abnormal
321,321,88,17,97,31,Normal
322,322,87,17,97,37,Abnormal
323,323,88,17,97,36,Abnormal
324,324,89,17,97,37,Abnormal
325,325,89,17,97,35,Abnormal
326,326,89,17,97,31,Normal
327,327,90,17,97,32,Normal
328,328,89,17,97,36,Abnormal
329,329,89,17,97,31,Normal
330,330,89,17,97,37,Abnormal
331,331,90,17,97,33,Normal
332,332,90,17,97,36,Abnormal
333,333,90,17,97,37,Abnormal
334,334,90,17,97,36,Abnormal
335,335,90,18,97,37,Abnormal
336,336,91,18,97,34,Normal
337,337,92,18,97,31,Normal
338,338,92,17,97,34,Normal
339,339,93,17,97,31,Normal
340,340,94,17,97,36,Abnormal
341,341,95,18,97,34,Normal
342,342,95,18,97,37,Abnormal
343,343,96,18,97,37,Abnormal
344,344,96,18,97,37,Abnormal
345,345,95,18,97,36,Abnormal
346,346,95,18,97,36,Abnormal
347,347,94,18,97,36,Abnormal
348,348,93,18,97,31,Normal
349,349,93,18,97,36,Abnormal
350,350,93,18,97,32,Normal
351,351,92,18,97,37,Abnormal
352,352,92,18,97,31,Normal
353,353,92,18,97,36,Abnormal
354,354,92,18,97,36,Abnormal
355,355,91,18,97,32,Normal
356,356,92,18,97,36,Abnormal
357,357,92,18,97,35,Abnormal
358,358,92,18,97,31,Normal
359,359,92,18,97,36,Abnormal
360,360,93,18,97,36,Abnormal
361,361,93,18,97,32,Normal
362,362,94,18,97,37,Abnormal
363,363,94,18,97,36,Abnormal
364,364,93,18,97,37,Abnormal
365,365,93,18,97,37,Abnormal
366,366,92,18,97,31,Normal
367,367,92,18,97,37,Abnormal
368,368,91,18,97,32,Normal
369,369,91,18,97,38,Abnormal
370,370,91,18,97,31,Normal
371,371,91,18,97,38,Abnormal
372,372,89,18,97,32,Normal
373,373,88,18,97,31,Normal
374,374,87,18,97,32,Normal
375,375,85,18,97,38,Abnormal
376,376,83,18,97,31,Normal
377,377,82,18,97,38,Abnormal
378,378,80,18,97,32,Normal
379,379,79,18,97,39,Abnormal
380,380,79,18,97,40,Abnormal
381,381,80,18,97,31,Normal
382,382,81,18,97,41,Abnormal
383,383,81,18,97,42,Abnormal
384,384,83,19,97,32,Normal
385,385,84,19,97,42,Abnormal
386,386,85,19,97,31,Normal
387,387,86,19,97,42,Abnormal
388,388,87,19,97,32,Normal
389,389,87,20,97,31,Normal
390,390,88,20,97,41,Abnormal
391,391,88,20,97,32,Normal
392,392,88,20,97,40,Abnormal
393,393,89,19,97,40,Abnormal
394,394,89,19,97,31,Normal
395,395,89,20,97,41,Abnormal
396,396,89,20,97,32,Normal
397,397,89,20,97,39,Abnormal
398,398,90,20,96,31,Normal
399,399,90,20,96,39,Abnormal
400,400,91,20,96,32,Normal
401,401,91,20,96,40,Abnormal
402,402,91,20,96,40,Abnormal
403,403,91,20,96,40,Abnormal
404,404,92,20,96,31,Normal
405,405,92,20,96,41,Abnormal
406,406,93,20,96,40,Abnormal
407,407,94,20,96,40,Abnormal
408,408,94,20,96,32,Normal
409,409,94,20,96,39,Abnormal
410,410,94,20,96,40,Abnormal
411,411,95,20,96,40,Abnormal
412,412,94,19,96,31,Normal
413,413,93,19,96,41,Abnormal
414,414,93,19,96,41,Abnormal
415,415,92,19,96,42,Abnormal
416,416,92,19,96,42,Abnormal
417,417,93,19,97,43,Abnormal
418,418,93,19,97,43,Abnormal
419,419,94,19,97,32,Normal
420,420,96,19,97,44,Abnormal
421,421,96,19,97,31,Normal
422,422,97,19,97,43,Abnormal
423,423,97,19,97,32,Normal
424,424,97,19,97,43,Abnormal
425,425,96,19,97,31,Normal
426,426,96,19,97,44,Abnormal
427,427,95,19,97,43,Abnormal
428,428,94,18,97,43,Abnormal
429,429,93,18,97,42,Abnormal
430,430,93,18,96,43,Abnormal
431,431,92,18,96,43,Abnormal
432,432,92,18,96,32,Normal
433,433,93,18,96,31,Normal
434,434,93,18,96,44,Abnormal
435,435,94,18,96,43,Abnormal
436,436,94,18,96,43,Abnormal
437,437,95,18,96,44,Abnormal
438,438,96,18,97,43,Abnormal
439,439,96,18,97,44,Abnormal
440,440,97,18,97,43,Abnormal
441,441,96,18,97,43,Abnormal
442,442,96,18,97,32,Normal
443,443,95,18,97,31,Normal
444,444,95,18,97,43,Abnormal
445,445,93,18,97,43,Abnormal
446,446,92,18,97,43,Abnormal
447,447,91,18,96,44,Abnormal
448,448,91,18,96,43,Abnormal
449,449,92,18,96,43,Abnormal
450,450,92,18,96,43,Abnormal
451,451,95,18,96,43,Abnormal
452,452,97,18,96,43,Abnormal
453,453,98,18,96,43,Abnormal
454,454,99,18,96,42,Abnormal
455,455,99,18,96,41,Abnormal
456,456,99,18,96,40,Abnormal
457,457,99,18,97,40,Abnormal
458,458,99,18,97,39,Abnormal
459,459,98,18,97,40,Abnormal
460,460,97,18,97,39,Abnormal
461,461,97,18,97,41,Abnormal
462,462,96,18,97,42,Abnormal
463,463,96,18,97,42,Abnormal
464,464,96,18,97,42,Abnormal
465,465,95,18,97,43,Abnormal
466,466,95,18,97,44,Abnormal
467,467,95,18,96,44,Abnormal
468,468,95,18,96,44,Abnormal
469,469,95,18,96,32,Normal
470,470,95,18,96,33,Normal
471,471,95,18,97,45,Abnormal
472,472,94,18,97,44,Abnormal
473,473,95,18,97,45,Abnormal
474,474,95,18,97,44,Abnormal
475,475,94,18,97,45,Abnormal
476,476,94,18,97,44,Abnormal
477,477,94,18,97,45,Abnormal
478,478,94,18,97,44,Abnormal
479,479,94,18,96,44,Abnormal
480,480,94,18,96,44,Abnormal
0,0,92,16,97,45,Abnormal
1,1,92,17,97,44,Abnormal
2,2,91,17,97,45,Abnormal
3,3,91,17,97,45,Abnormal
4,4,92,17,97,45,Abnormal
5,5,91,17,97,34,Normal
6,6,91,17,97,44,Abnormal
7,7,91,17,97,34,Normal
8,8,91,17,97,43,Abnormal
9,9,91,17,97,45,Abnormal
10,10,91,17,97,34,Normal
11,11,92,17,97,44,Abnormal
12,12,91,17,98,45,Abnormal
13,13,91,17,98,44,Abnormal
14,14,92,17,98,34,Normal
15,15,92,17,98,45,Abnormal
16,16,91,17,98,34,Normal
17,17,92,17,98,44,Abnormal
18,18,92,17,98,45,Abnormal
19,19,92,17,99,34,Normal
20,20,91,17,99,44,Abnormal
21,21,92,17,100,44,Abnormal
22,22,92,17,100,34,Normal
23,23,92,17,100,34,Normal
24,24,92,17,100,45,Abnormal
25,25,92,17,100,46,Abnormal
26,26,92,17,99,34,Normal
27,27,92,17,98,44,Abnormal
28,28,92,17,98,45,Abnormal
29,29,92,17,97,44,Abnormal
30,30,92,17,97,44,Abnormal
31,31,92,17,97,44,Abnormal
32,32,92,17,97,43,Abnormal
33,33,92,17,97,44,Abnormal
34,34,92,17,97,43,Abnormal
35,35,92,17,97,43,Abnormal
36,36,92,17,97,44,Abnormal
37,37,92,17,97,46,Abnormal
38,38,92,17,97,45,Abnormal
39,39,92,18,97,44,Abnormal
40,40,92,18,97,45,Abnormal
41,41,92,18,97,32,Normal
42,42,92,18,97,44,Abnormal
43,43,92,17,97,32,Normal
44,44,92,17,97,43,Abnormal
45,45,92,17,97,43,Abnormal
46,46,92,17,97,43,Abnormal
47,47,92,17,97,44,Abnormal
48,48,91,17,97,45,Abnormal
49,49,92,17,97,46,Abnormal
50,50,92,17,97,45,Abnormal
51,51,91,16,97,46,Abnormal
52,52,91,16,97,46,Abnormal
53,53,92,16,97,47,Abnormal
54,54,91,17,97,46,Abnormal
55,55,91,17,97,45,Abnormal
56,56,92,17,97,45,Abnormal
57,57,92,17,97,45,Abnormal
58,58,91,17,97,44,Abnormal
